Transaction_ID,Category
TXN00154,Inventory
TXN00155,Operations
TXN00156,Inventory
TXN00157,Payroll
TXN00158,Marketing
TXN00159,Marketing
TXN00160,Marketing
TXN00161,Inventory
TXN00162,Payroll
TXN00163,Sales
TXN00164,Marketing
TXN00165,Inventory
TXN00166,Marketing
TXN00167,Operations
TXN00168,Sales
TXN00169,Payroll
TXN00170,Payroll
TXN00171,Operations
TXN00172,Operations
TXN00173,Sales
TXN00174,Inventory
TXN00175,Payroll
TXN00176,Operations
TXN00177,Operations
TXN00178,Marketing
TXN00179,Sales
TXN00180,Marketing
TXN00181,Inventory
TXN00182,Sales
TXN00183,Sales
TXN00184,Sales
TXN00185,Operations
TXN00186,Marketing
TXN00187,Inventory
TXN00188,Operations
TXN00189,Operations
TXN00190,Payroll
TXN00191,Marketing
TXN00192,Payroll
TXN00193,Inventory
TXN00194,Inventory
TXN00195,Inventory
TXN00196,Sales
TXN00197,Payroll
TXN00198,Operations
TXN00199,Inventory
TXN00200,Inventory
TXN00201,Inventory
TXN00202,Marketing
TXN00203,Payroll
TXN00204,Inventory
TXN00205,Marketing
TXN00206,Operations
TXN00207,Sales
TXN00208,Payroll
TXN00209,Operations
TXN00210,Sales
TXN00211,Sales
TXN00212,Inventory
TXN00213,Marketing
TXN00214,Payroll
TXN00215,Operations
TXN00216,Payroll
TXN00217,Payroll
TXN00218,Payroll
TXN00219,Marketing
TXN00220,Sales
TXN00221,Inventory
TXN00222,Marketing
TXN00223,Inventory
TXN00224,Payroll
TXN00225,Marketing
TXN00226,Sales
TXN00227,Sales
TXN00228,Sales
TXN00229,Inventory
TXN00230,Marketing
TXN00231,Sales
TXN00232,Operations
TXN00233,Sales
TXN00234,Operations
TXN00235,Operations
TXN00236,Inventory
TXN00237,Inventory
TXN00238,Payroll
TXN00239,Payroll
TXN00240,Payroll
TXN00241,Marketing
TXN00242,Operations
TXN00243,Operations
TXN00244,Sales
TXN00245,Sales
TXN00246,Inventory
TXN00247,Marketing
TXN00248,Sales
TXN00249,Payroll
TXN00250,Sales
TXN00251,Marketing
TXN00252,Payroll
TXN00253,Marketing
TXN00254,Operations
TXN00255,Inventory
TXN00256,Payroll
TXN00257,Marketing
TXN00258,Payroll
TXN00259,Payroll
TXN00260,Inventory
TXN00261,Operations
TXN00262,Payroll
TXN00263,Payroll
TXN00264,Payroll
TXN00265,Operations
TXN00266,Inventory
TXN00267,Payroll
TXN00268,Operations
TXN00269,Sales
TXN00270,Marketing
TXN00271,Payroll
TXN00272,Payroll
TXN00273,Inventory
TXN00274,Sales
TXN00275,Marketing
TXN00276,Payroll
TXN00277,Payroll
TXN00278,Inventory
TXN00279,Sales
TXN00280,Marketing
TXN00281,Payroll
TXN00282,Operations
TXN00283,Sales
TXN00284,Sales
TXN00285,Payroll
TXN00286,Payroll
TXN00287,Marketing
TXN00288,Payroll
TXN00289,Marketing
TXN00290,Operations
TXN00291,Inventory
TXN00292,Payroll
TXN00293,Payroll
TXN00294,Marketing
TXN00295,Inventory
TXN00296,Payroll
TXN00297,Operations
TXN00298,Operations
TXN00299,Inventory
TXN00300,Operations
TXN00301,Inventory
TXN00302,Inventory
TXN00303,Sales
TXN00304,Sales
TXN00305,Operations
TXN00306,Operations
TXN00307,Marketing
TXN00308,Marketing
TXN00309,Operations
TXN00310,Operations
TXN00311,Operations
TXN00312,Sales
TXN00313,Marketing
TXN00314,Inventory
TXN00315,Sales
TXN00316,Operations
TXN00317,Inventory
TXN00318,Inventory
TXN00319,Marketing
TXN00320,Payroll
TXN00321,Marketing
TXN00322,Payroll
TXN00323,Operations
TXN00324,Operations
TXN00325,Sales
TXN00326,Marketing
TXN00327,Sales
TXN00328,Inventory
TXN00329,Operations
TXN00330,Payroll
TXN00331,Sales
TXN00332,Payroll
TXN00333,Payroll
TXN00334,Inventory
TXN00335,Inventory
TXN00336,Payroll
TXN00337,Sales
TXN00338,Inventory
TXN00339,Operations
TXN00340,Operations
TXN00341,Marketing
TXN00342,Sales
TXN00343,Sales
TXN00344,Payroll
TXN00345,Marketing
TXN00346,Inventory
TXN00347,Sales
TXN00348,Inventory
TXN00349,Marketing
TXN00350,Inventory
TXN00351,Operations
TXN00352,Sales
TXN00353,Inventory
TXN00354,Sales
TXN00355,Marketing
TXN00356,Operations
TXN00357,Payroll
TXN00358,Marketing
TXN00359,Inventory
TXN00360,Operations
TXN00361,Marketing
TXN00362,Payroll
TXN00363,Marketing
TXN00364,Marketing
TXN00365,Sales
TXN00366,Operations
TXN00367,Operations
TXN00368,Sales
TXN00369,Inventory
TXN00370,Inventory
TXN00371,Operations
TXN00372,Operations
TXN00373,Sales
TXN00374,Operations
TXN00375,Inventory
TXN00376,Sales
TXN00377,Inventory
TXN00378,Sales
TXN00379,Marketing
TXN00380,Inventory
TXN00381,Marketing
TXN00382,Sales
TXN00383,Operations
TXN00384,Payroll
TXN00385,Inventory
TXN00386,Inventory
TXN00387,Payroll
TXN00388,Marketing
TXN00389,Marketing
TXN00390,Inventory
TXN00391,Payroll
TXN00392,Marketing
TXN00393,Inventory
TXN00394,Marketing
TXN00395,Operations
TXN00396,Inventory
TXN00397,Inventory
TXN00398,Payroll
TXN00399,Inventory
TXN00400,Marketing
TXN00401,Sales
TXN00402,Sales
TXN00403,Operations
TXN00404,Sales
TXN00405,Payroll
TXN00406,Operations
TXN00407,Payroll
TXN00408,Operations
TXN00409,Inventory
TXN00410,Inventory
TXN00411,Payroll
TXN00412,Payroll
TXN00413,Marketing
TXN00414,Inventory
TXN00415,Payroll
TXN00416,Operations
TXN00417,Payroll
TXN00418,Sales
TXN00419,Payroll
TXN00420,Payroll
TXN00421,Payroll
TXN00422,Marketing
TXN00423,Operations
TXN00424,Marketing
TXN00425,Payroll
TXN00426,Operations
TXN00427,Payroll
TXN00428,Sales
TXN00429,Inventory
TXN00430,Inventory
TXN00431,Marketing
TXN00432,Marketing
TXN00433,Payroll
TXN00434,Sales
TXN00435,Sales
TXN00436,Payroll
TXN00437,Marketing
TXN00438,Operations
TXN00439,Inventory
TXN00440,Sales
TXN00441,Inventory
TXN00442,Inventory
TXN00443,Payroll
TXN00444,Sales
TXN00445,Payroll
TXN00446,Payroll
TXN00447,Sales
TXN00448,Sales
TXN00449,Marketing
TXN00450,Inventory
TXN00451,Operations
TXN00452,Inventory
TXN00453,Payroll
TXN00454,Payroll
TXN00455,Sales
TXN00456,Marketing
TXN00457,Payroll
TXN00458,Payroll
TXN00459,Inventory
TXN00460,Payroll
TXN00461,Inventory
TXN00462,Sales
TXN00463,Sales
TXN00464,Inventory
TXN00465,Operations
TXN00466,Inventory
TXN00467,Marketing
TXN00468,Operations
TXN00469,Inventory
TXN00470,Payroll
TXN00471,Marketing
TXN00472,Inventory
TXN00473,Payroll
TXN00474,Marketing
TXN00475,Payroll
TXN00476,Marketing
TXN00477,Sales
TXN00478,Sales
TXN00479,Marketing
TXN00480,Operations
TXN00481,Operations
TXN00482,Payroll
TXN00483,Inventory
TXN00484,Operations
TXN00485,Inventory
TXN00486,Payroll
TXN00487,Sales
TXN00488,Payroll
TXN00489,Payroll
TXN00490,Payroll
TXN00491,Marketing
TXN00492,Inventory
TXN00493,Operations
TXN00494,Sales
TXN00495,Inventory
TXN00496,Payroll
TXN00497,Sales
TXN00498,Operations
TXN00499,Payroll
TXN00500,Payroll
TXN00501,Inventory
TXN00502,Inventory
TXN00503,Sales
TXN00504,Payroll
TXN00505,Sales
TXN00506,Marketing
TXN00507,Payroll
TXN00508,Operations
TXN00509,Operations
TXN00510,Inventory
TXN00511,Payroll
TXN00512,Payroll
TXN00513,Operations
TXN00514,Inventory
TXN00515,Operations
TXN00516,Payroll
TXN00517,Sales
TXN00518,Inventory
TXN00519,Operations
TXN00520,Operations
TXN00521,Sales
TXN00522,Operations
TXN00523,Inventory
TXN00524,Inventory
TXN00525,Sales
TXN00526,Inventory
TXN00527,Operations
TXN00528,Inventory
TXN00529,Sales
TXN00530,Payroll
TXN00531,Inventory
TXN00532,Marketing
TXN00533,Payroll
TXN00534,Payroll
TXN00535,Payroll
TXN00536,Marketing
TXN00537,Marketing
TXN00538,Operations
TXN00539,Operations
TXN00540,Payroll
TXN00541,Payroll
TXN00542,Marketing
TXN00543,Operations
TXN00544,Marketing
TXN00545,Operations
TXN00546,Payroll
TXN00547,Payroll
TXN00548,Operations
TXN00549,Marketing
TXN00550,Marketing
TXN00551,Marketing
TXN00552,Inventory
TXN00553,Payroll
TXN00554,Sales
TXN00555,Marketing
TXN00556,Operations
TXN00557,Inventory
TXN00558,Sales
TXN00559,Sales
TXN00560,Sales
TXN00561,Operations
TXN00562,Inventory
TXN00563,Inventory
TXN00564,Operations
TXN00565,Inventory
TXN00566,Sales
TXN00567,Payroll
TXN00568,Payroll
TXN00569,Marketing
TXN00570,Marketing
TXN00571,Marketing
TXN00572,Marketing
TXN00573,Sales
TXN00574,Inventory
TXN00575,Inventory
TXN00576,Payroll
TXN00577,Sales
TXN00578,Sales
TXN00579,Inventory
TXN00580,Payroll
TXN00581,Payroll
TXN00582,Marketing
TXN00583,Sales
TXN00584,Marketing
TXN00585,Inventory
TXN00586,Inventory
TXN00587,Sales
TXN00588,Marketing
TXN00589,Sales
TXN00590,Inventory
TXN00591,Payroll
TXN00592,Marketing
TXN00593,Operations
TXN00594,Inventory
TXN00595,Sales
TXN00596,Operations
TXN00597,Payroll
TXN00598,Sales
TXN00599,Operations
TXN00600,Sales
TXN00601,Sales
TXN00602,Sales
TXN00603,Inventory
TXN00604,Inventory
TXN00605,Payroll
TXN00606,Payroll
TXN00607,Payroll
TXN00608,Payroll
TXN00609,Operations
TXN00610,Payroll
TXN00611,Marketing
TXN00612,Payroll
TXN00613,Inventory
TXN00614,Sales
TXN00615,Payroll
TXN00616,Operations
TXN00617,Operations
TXN00618,Marketing
TXN00619,Operations
TXN00620,Inventory
TXN00621,Sales
TXN00622,Payroll
TXN00623,Sales
TXN00624,Payroll
TXN00625,Payroll
TXN00626,Marketing
TXN00627,Marketing
TXN00628,Marketing
TXN00629,Sales
TXN00630,Sales
TXN00631,Operations
TXN00632,Payroll
TXN00633,Inventory
TXN00634,Inventory
TXN00635,Marketing
TXN00636,Inventory
TXN00637,Operations
TXN00638,Operations
TXN00639,Operations
TXN00640,Marketing
TXN00641,Inventory
TXN00642,Operations
TXN00643,Sales
TXN00644,Payroll
TXN00645,Sales
TXN00646,Operations
TXN00647,Operations
TXN00648,Marketing
TXN00649,Inventory
TXN00650,Sales
TXN00651,Marketing
TXN00652,Payroll
TXN00653,Sales
TXN00654,Sales
TXN00655,Marketing
TXN00656,Sales
TXN00657,Payroll
TXN00658,Sales
TXN00659,Marketing
TXN00660,Inventory
TXN00661,Inventory
TXN00662,Operations
TXN00663,Sales
TXN00664,Payroll
TXN00665,Inventory
TXN00666,Marketing
TXN00667,Marketing
TXN00668,Payroll
TXN00669,Operations
TXN00670,Sales
TXN00671,Payroll
TXN00672,Marketing
TXN00673,Payroll
TXN00674,Payroll
TXN00675,Inventory
TXN00676,Sales
TXN00677,Sales
TXN00678,Operations
TXN00679,Payroll
TXN00680,Sales
TXN00681,Sales
TXN00682,Marketing
TXN00683,Sales
TXN00684,Payroll
TXN00685,Operations
TXN00686,Sales
TXN00687,Payroll
TXN00688,Inventory
TXN00689,Operations
TXN00690,Payroll
TXN00691,Operations
TXN00692,Operations
TXN00693,Marketing
TXN00694,Payroll
TXN00695,Inventory
TXN00696,Operations
TXN00697,Payroll
TXN00698,Marketing
TXN00699,Payroll
TXN00700,Payroll
TXN00701,Operations
TXN00702,Marketing
TXN00703,Sales
TXN00704,Operations
TXN00705,Inventory
TXN00706,Inventory
TXN00707,Operations
TXN00708,Operations
TXN00709,Payroll
TXN00710,Operations
TXN00711,Inventory
TXN00712,Operations
TXN00713,Marketing
TXN00714,Marketing
TXN00715,Sales
TXN00716,Payroll
TXN00717,Marketing
TXN00718,Operations
TXN00719,Operations
TXN00720,Payroll
TXN00721,Payroll
TXN00722,Inventory
TXN00723,Sales
TXN00724,Marketing
TXN00725,Operations
TXN00726,Operations
TXN00727,Sales
TXN00728,Payroll
TXN00729,Operations
TXN00730,Marketing
TXN00731,Operations
TXN00732,Sales
TXN00733,Operations
TXN00734,Operations
TXN00735,Marketing
TXN00736,Sales
TXN00737,Operations
TXN00738,Inventory
TXN00739,Inventory
TXN00740,Inventory
TXN00741,Payroll
TXN00742,Payroll
TXN00743,Operations
TXN00744,Sales
TXN00745,Sales
TXN00746,Marketing
TXN00747,Sales
TXN00748,Payroll
TXN00749,Payroll
TXN00750,Sales
TXN00751,Operations
TXN00752,Sales
TXN00753,Operations
TXN00754,Inventory
TXN00755,Operations
TXN00756,Sales
TXN00757,Sales
TXN00758,Sales
TXN00759,Sales
TXN00760,Payroll
TXN00761,Inventory
TXN00762,Payroll
TXN00763,Inventory
TXN00764,Inventory
TXN00765,Marketing
TXN00766,Inventory
TXN00767,Sales
TXN00768,Sales
TXN00769,Operations
TXN00770,Payroll
TXN00771,Payroll
TXN00772,Marketing
TXN00773,Inventory
TXN00774,Operations
TXN00775,Operations
TXN00776,Sales
TXN00777,Payroll
TXN00778,Sales
TXN00779,Payroll
TXN00780,Sales
TXN00781,Payroll
TXN00782,Sales
TXN00783,Payroll
TXN00784,Inventory
TXN00785,Sales
TXN00786,Sales
TXN00787,Sales
TXN00788,Sales
TXN00789,Marketing
TXN00790,Marketing
TXN00791,Inventory
TXN00792,Sales
TXN00793,Payroll
TXN00794,Sales
TXN00795,Inventory
TXN00796,Sales
TXN00797,Payroll
TXN00798,Sales
TXN00799,Operations
TXN00800,Payroll
TXN00801,Marketing
TXN00802,Inventory
TXN00803,Payroll
TXN00804,Marketing
TXN00805,Inventory
TXN00806,Marketing
TXN00807,Sales
TXN00808,Payroll
TXN00809,Payroll
TXN00810,Inventory
TXN00811,Operations
TXN00812,Sales
TXN00813,Marketing
TXN00814,Marketing
TXN00815,Marketing
TXN00816,Inventory
TXN00817,Marketing
TXN00818,Operations
TXN00819,Payroll
TXN00820,Operations
TXN00821,Operations
TXN00822,Sales
TXN00823,Sales
TXN00824,Payroll
TXN00825,Payroll
TXN00826,Sales
TXN00827,Operations
TXN00828,Payroll
TXN00829,Marketing
TXN00830,Payroll
TXN00831,Marketing
TXN00832,Inventory
TXN00833,Marketing
TXN00834,Operations
TXN00835,Payroll
TXN00836,Sales
TXN00837,Operations
TXN00838,Operations
TXN00839,Sales
TXN00840,Payroll
TXN00841,Payroll
TXN00842,Inventory
TXN00843,Sales
TXN00844,Operations
TXN00845,Inventory
TXN00846,Payroll
TXN00847,Operations
TXN00848,Marketing
TXN00849,Marketing
TXN00850,Sales
TXN00851,Sales
TXN00852,Operations
TXN00853,Payroll
TXN00854,Sales
TXN00855,Payroll
TXN00856,Marketing
TXN00857,Marketing
TXN00858,Payroll
TXN00859,Operations
TXN00860,Payroll
TXN00861,Inventory
TXN00862,Marketing
TXN00863,Operations
TXN00864,Inventory
TXN00865,Marketing
TXN00866,Marketing
TXN00867,Marketing
TXN00868,Payroll
TXN00869,Marketing
TXN00870,Sales
TXN00871,Marketing
TXN00872,Sales
TXN00873,Payroll
TXN00874,Operations
TXN00875,Operations
TXN00876,Marketing
TXN00877,Inventory
TXN00878,Inventory
TXN00879,Payroll
TXN00880,Inventory
TXN00881,Operations
TXN00882,Inventory
TXN00883,Inventory
TXN00884,Inventory
TXN00885,Payroll
TXN00886,Marketing
TXN00887,Marketing
TXN00888,Marketing
TXN00889,Sales
TXN00890,Inventory
TXN00891,Operations
TXN00892,Sales
TXN00893,Sales
TXN00894,Operations
TXN00895,Marketing
TXN00896,Inventory
TXN00897,Payroll
TXN00898,Inventory
TXN00899,Operations
TXN00900,Marketing
TXN00901,Sales
TXN00902,Marketing
TXN00903,Sales
TXN00904,Sales
TXN00905,Sales
TXN00906,Marketing
TXN00907,Sales
TXN00908,Marketing
TXN00909,Payroll
TXN00910,Payroll
TXN00911,Inventory
TXN00912,Sales
TXN00913,Inventory
TXN00914,Sales
TXN00915,Marketing
TXN00916,Sales
TXN00917,Inventory
TXN00918,Operations
TXN00919,Inventory
TXN00920,Inventory
TXN00921,Sales
TXN00922,Payroll
TXN00923,Operations
TXN00924,Operations
TXN00925,Payroll
TXN00926,Operations
TXN00927,Marketing
TXN00928,Operations
TXN00929,Operations
TXN00930,Payroll
TXN00931,Operations
TXN00932,Marketing
TXN00933,Sales
TXN00934,Sales
TXN00935,Inventory
TXN00936,Payroll
TXN00937,Operations
TXN00938,Operations
TXN00939,Marketing
TXN00940,Inventory
TXN00941,Sales
TXN00942,Sales
TXN00943,Operations
TXN00944,Inventory
TXN00945,Sales
TXN00946,Sales
TXN00947,Inventory
TXN00948,Marketing
TXN00949,Sales
TXN00950,Inventory
TXN00951,Payroll
TXN00952,Inventory
TXN00953,Operations
TXN00954,Sales
TXN00955,Sales
TXN00956,Sales
TXN00957,Inventory
TXN00958,Sales
TXN00959,Payroll
TXN00960,Sales
TXN00961,Payroll
TXN00962,Payroll
TXN00963,Inventory
TXN00964,Operations
TXN00965,Marketing
TXN00966,Marketing
TXN00967,Payroll
TXN00968,Inventory
TXN00969,Inventory
TXN00970,Inventory
TXN00971,Marketing
TXN00972,Marketing
TXN00973,Operations
TXN00974,Inventory
TXN00975,Marketing
TXN00976,Inventory
TXN00977,Marketing
TXN00978,Marketing
TXN00979,Operations
TXN00980,Inventory
TXN00981,Inventory
TXN00982,Sales
TXN00983,Inventory
TXN00984,Sales
TXN00985,Marketing
TXN00986,Inventory
TXN00987,Operations
TXN00988,Marketing
TXN00989,Inventory
TXN00990,Marketing
TXN00991,Marketing
TXN00992,Operations
TXN00993,Operations
TXN00994,Marketing
TXN00995,Payroll
TXN00996,Marketing
TXN00997,Sales
TXN00998,Inventory
TXN00999,Sales
TXN01000,Payroll
TXN01001,Sales
TXN01002,Inventory
TXN01003,Inventory
TXN01004,Inventory
TXN01005,Payroll
TXN01006,Operations
TXN01007,Payroll
TXN01008,Operations
TXN01009,Inventory
TXN01010,Operations
TXN01011,Inventory
TXN01012,Operations
TXN01013,Payroll
TXN01014,Inventory
TXN01015,Sales
TXN01016,Marketing
TXN01017,Operations
TXN01018,Sales
TXN01019,Inventory
TXN01020,Inventory
TXN01021,Operations
TXN01022,Marketing
TXN01023,Marketing
TXN01024,Inventory
TXN01025,Marketing
TXN01026,Sales
TXN01027,Payroll
TXN01028,Sales
TXN01029,Payroll
TXN01030,Marketing
TXN01031,Inventory
TXN01032,Sales
TXN01033,Sales
TXN01034,Inventory
TXN01035,Operations
TXN01036,Payroll
TXN01037,Inventory
TXN01038,Sales
TXN01039,Marketing
TXN01040,Payroll
TXN01041,Inventory
TXN01042,Payroll
TXN01043,Inventory
TXN01044,Operations
TXN01045,Operations
TXN01046,Sales
TXN01047,Sales
TXN01048,Sales
TXN01049,Marketing
TXN01050,Payroll
TXN01051,Inventory
TXN01052,Inventory
TXN01053,Inventory
TXN01054,Sales
TXN01055,Payroll
TXN01056,Marketing
TXN01057,Operations
TXN01058,Marketing
TXN01059,Sales
TXN01060,Marketing
TXN01061,Sales
TXN01062,Payroll
TXN01063,Payroll
TXN01064,Payroll
TXN01065,Operations
TXN01066,Payroll
TXN01067,Marketing
TXN01068,Operations
TXN01069,Inventory
TXN01070,Sales
TXN01071,Sales
TXN01072,Payroll
TXN01073,Payroll
TXN01074,Inventory
TXN01075,Operations
TXN01076,Marketing
TXN01077,Payroll
TXN01078,Operations
TXN01079,Inventory
TXN01080,Inventory
TXN01081,Sales
TXN01082,Sales
TXN01083,Inventory
TXN01084,Inventory
TXN01085,Sales
TXN01086,Marketing
TXN01087,Operations
TXN01088,Marketing
TXN01089,Inventory
TXN01090,Inventory
TXN01091,Marketing
TXN01092,Payroll
TXN01093,Payroll
TXN01094,Marketing
TXN01095,Sales
TXN01096,Sales
TXN01097,Payroll
TXN01098,Operations
TXN01099,Marketing
TXN01100,Inventory
TXN01101,Sales
TXN01102,Sales
TXN01103,Marketing
TXN01104,Marketing
TXN01105,Marketing
TXN01106,Sales
TXN01107,Operations
TXN01108,Marketing
TXN01109,Marketing
TXN01110,Inventory
TXN01111,Marketing
TXN01112,Sales
TXN01113,Sales
TXN01114,Marketing
TXN01115,Payroll
TXN01116,Payroll
TXN01117,Inventory
TXN01118,Payroll
TXN01119,Payroll
TXN01120,Inventory
TXN01121,Sales
TXN01122,Marketing
TXN01123,Operations
TXN01124,Payroll
TXN01125,Payroll
TXN01126,Inventory
TXN01127,Inventory
TXN01128,Operations
TXN01129,Payroll
TXN01130,Payroll
TXN01131,Payroll
TXN01132,Sales
TXN01133,Marketing
TXN01134,Sales
TXN01135,Sales
TXN01136,Payroll
TXN01137,Inventory
TXN01138,Sales
TXN01139,Inventory
TXN01140,Marketing
TXN01141,Sales
TXN01142,Payroll
TXN01143,Marketing
TXN01144,Payroll
TXN01145,Operations
TXN01146,Inventory
TXN01147,Sales
TXN01148,Operations
TXN01149,Payroll
TXN01150,Sales
TXN01151,Marketing
TXN01152,Operations
TXN01153,Payroll
TXN01154,Marketing
TXN01155,Sales
TXN01156,Payroll
TXN01157,Sales
TXN01158,Payroll
TXN01159,Sales
TXN01160,Marketing
TXN01161,Operations
TXN01162,Inventory
TXN01163,Inventory
TXN01164,Sales
TXN01165,Operations
TXN01166,Marketing
TXN01167,Sales
TXN01168,Payroll
TXN01169,Operations
TXN01170,Sales
TXN01171,Operations
TXN01172,Marketing
TXN01173,Sales
TXN01174,Inventory
TXN01175,Sales
TXN01176,Inventory
TXN01177,Operations
TXN01178,Inventory
TXN01179,Sales
TXN01180,Sales
TXN01181,Sales
TXN01182,Sales
TXN01183,Sales
TXN01184,Marketing
TXN01185,Sales
TXN01186,Operations
TXN01187,Sales
TXN01188,Operations
TXN01189,Operations
TXN01190,Operations
TXN01191,Sales
TXN01192,Payroll
TXN01193,Inventory
TXN01194,Inventory
TXN01195,Marketing
TXN01196,Sales
TXN01197,Inventory
TXN01198,Sales
TXN01199,Sales
TXN01200,Sales
TXN01201,Marketing
TXN01202,Marketing
TXN01203,Payroll
TXN01204,Operations
TXN01205,Inventory
TXN01206,Payroll
TXN01207,Marketing
TXN01208,Marketing
TXN01209,Payroll
TXN01210,Payroll
TXN01211,Operations
TXN01212,Marketing
TXN01213,Payroll
TXN01214,Operations
TXN01215,Sales
TXN01216,Marketing
TXN01217,Operations
TXN01218,Marketing
TXN01219,Payroll
TXN01220,Operations
TXN01221,Sales
TXN01222,Sales
TXN01223,Marketing
TXN01224,Payroll
TXN01225,Payroll
TXN01226,Payroll
TXN01227,Marketing
TXN01228,Payroll
TXN01229,Sales
TXN01230,Marketing
TXN01231,Payroll
TXN01232,Inventory
TXN01233,Operations
TXN01234,Sales
TXN01235,Operations
TXN01236,Operations
TXN01237,Sales
TXN01238,Payroll
TXN01239,Marketing
TXN01240,Marketing
TXN01241,Inventory
TXN01242,Operations
TXN01243,Inventory
TXN01244,Marketing
TXN01245,Marketing
TXN01246,Sales
TXN01247,Inventory
TXN01248,Marketing
TXN01249,Inventory
TXN01250,Sales
TXN01251,Sales
TXN01252,Sales
TXN01253,Sales
TXN01254,Sales
TXN01255,Sales
TXN01256,Sales
TXN01257,Operations
TXN01258,Payroll
TXN01259,Payroll
TXN01260,Operations
TXN01261,Inventory
TXN01262,Inventory
TXN01263,Sales
TXN01264,Inventory
TXN01265,Operations
TXN01266,Operations
TXN01267,Sales
TXN01268,Sales
TXN01269,Sales
TXN01270,Inventory
TXN01271,Marketing
TXN01272,Payroll
TXN01273,Marketing
TXN01274,Sales
TXN01275,Operations
TXN01276,Inventory
TXN01277,Sales
TXN01278,Inventory
TXN01279,Payroll
TXN01280,Marketing
TXN01281,Sales
TXN01282,Marketing
TXN01283,Sales
TXN01284,Payroll
TXN01285,Payroll
TXN01286,Operations
TXN01287,Payroll
TXN01288,Inventory
TXN01289,Marketing
TXN01290,Marketing
TXN01291,Inventory
TXN01292,Payroll
TXN01293,Sales
TXN01294,Payroll
TXN01295,Marketing
TXN01296,Inventory
TXN01297,Sales
TXN01298,Operations
TXN01299,Inventory
TXN01300,Payroll
TXN01301,Operations
TXN01302,Inventory
TXN01303,Sales
TXN01304,Payroll
TXN01305,Payroll
TXN01306,Sales
TXN01307,Marketing
TXN01308,Sales
TXN01309,Marketing
TXN01310,Payroll
TXN01311,Operations
TXN01312,Inventory
TXN01313,Marketing
TXN01314,Sales
TXN01315,Operations
TXN01316,Marketing
TXN01317,Inventory
TXN01318,Marketing
