Transaction_ID,Amount
TXN00338,3906.04
TXN00339,7191.62
TXN00340,8799.96
TXN00341,5209.49
TXN00342,5412.49
TXN00343,2145.21
TXN00344,5121.6
TXN00345,3129.4
TXN00346,3413.68
TXN00347,6360.5
TXN00348,243.98
TXN00349,8904.29
TXN00350,5403.93
TXN00351,2594.31
TXN00352,8323.97
TXN00353,3046.38
TXN00354,4233.23
TXN00355,5057.69
TXN00356,7322.54
TXN00357,8417.42
TXN00358,2604.97
TXN00359,5079.92
TXN00360,1246.89
TXN00361,7568.03
TXN00362,9414.02
TXN00363,4492.88
TXN00364,5728.63
TXN00365,62.08
TXN00366,3396.41
TXN00367,2368.61
TXN00368,7460.12
TXN00369,5820.12
TXN00370,7149.32
TXN00371,9376.02
TXN00372,6658.55
TXN00373,8446.51
TXN00374,2346.04
TXN00375,2999.02
TXN00376,6672.55
TXN00377,8152.64
TXN00378,5731.93
TXN00379,1408.32
TXN00380,3782.88
TXN00381,7377.75
TXN00382,1061.22
TXN00383,5169.35
TXN00384,1933.63
TXN00385,7787.71
TXN00386,4548.55
TXN00387,1474.07
TXN00388,4262.66
TXN00389,4126.41
TXN00390,931.56
TXN00391,4254.62
TXN00392,1309.33
TXN00393,2155.7
TXN00394,789.95
TXN00395,6771.46
TXN00396,4033.51
TXN00397,5594.09
TXN00398,7790.46
TXN00399,8721.43
TXN00400,5847.19
TXN00401,6368.25
TXN00402,9965.15
TXN00403,6893.29
TXN00404,9478.72
TXN00405,7319.85
TXN00406,4175.05
TXN00407,1636.8
TXN00408,5062.8
TXN00409,4852.8
TXN00410,4582.55
TXN00411,9680.64
TXN00412,5136.72
TXN00413,5296.12
TXN00414,6947.76
TXN00415,4559.77
TXN00416,335.75
TXN00417,1576.83
TXN00418,5594.68
TXN00419,9217.76
TXN00420,1196.47
TXN00421,8524.65
TXN00422,1112.26
TXN00423,3702.16
TXN00424,2903.01
TXN00425,5232.55
TXN00426,1186.24
TXN00427,3056.2
TXN00428,3750.85
TXN00429,2946.87
TXN00430,289.5
TXN00431,1437.27
TXN00432,7840.09
TXN00433,4223.35
TXN00434,9368.84
TXN00435,3058.59
TXN00436,2841.99
TXN00437,1838.94
TXN00438,7399.21
TXN00439,30.84
TXN00440,5479.9
TXN00441,684.97
TXN00442,456.38
TXN00443,4816.95
TXN00444,3103.92
TXN00445,4529.22
TXN00446,3384.85
TXN00447,3779.28
TXN00448,8346.26
TXN00449,8338.5
TXN00450,1336.77
TXN00451,1393.84
TXN00452,6368.24
TXN00453,7619.17
TXN00454,6675.54
TXN00455,1498.34
TXN00456,7281.36
TXN00457,902.26
TXN00458,6251.46
TXN00459,6239.66
TXN00460,3878.48
TXN00461,9003.44
TXN00462,3396.59
TXN00463,467.74
TXN00464,6707.73
TXN00465,4436.53
TXN00466,2780.98
TXN00467,894.41
TXN00468,1664.49
TXN00469,257.79
TXN00470,6304.79
TXN00471,7718.24
TXN00472,3095.39
TXN00473,6455.15
TXN00474,6442.7
TXN00475,860.67
TXN00476,9552.13
TXN00477,5422.92
TXN00478,7578.58
TXN00479,9573.36
TXN00480,5222.32
TXN00481,7508.08
TXN00482,5031.36
TXN00483,196.45
TXN00484,6585.96
TXN00485,5323.28
TXN00486,9624.14
TXN00487,2756.88
TXN00488,2065.99
TXN00489,8298.61
TXN00490,8390.79
TXN00491,5799.73
TXN00492,855.63
TXN00493,5340.1
TXN00494,3211.11
TXN00495,5893.04
TXN00496,4919.82
TXN00497,9339.15
TXN00498,3406.17
TXN00499,1813.27
TXN00500,250.33
TXN00501,5283.74
TXN00502,3826.29
TXN00503,919.34
TXN00504,9798.06
TXN00505,5422.37
TXN00506,2860.66
TXN00507,1834.86
TXN00508,7685.36
TXN00509,1550.73
TXN00510,9522.13
TXN00511,6789.3
TXN00512,598.55
TXN00513,9611.62
TXN00514,1822.76
TXN00515,7135.87
TXN00516,2987.26
TXN00517,996.45
TXN00518,1433.18
TXN00519,8931.18
TXN00520,2586.76
TXN00521,9416.36
TXN00522,8996.02
TXN00523,528.26
TXN00524,2403.83
TXN00525,5974.08
TXN00526,2372.55
TXN00527,5091.13
TXN00528,5049.17
TXN00529,9494.08
TXN00530,2700.18
TXN00531,3190.18
TXN00532,5535.68
TXN00533,663.93
TXN00534,298.78
TXN00535,6339.08
TXN00536,9138.21
TXN00537,196.04
TXN00538,5545.21
TXN00539,5865.87
TXN00540,1024.08
TXN00541,7632.15
TXN00542,6518.99
TXN00543,1264.46
TXN00544,5686.77
TXN00545,4465.36
TXN00546,8464.32
TXN00547,5009.32
TXN00548,7830.99
TXN00549,1432.25
TXN00550,5408.99
TXN00551,1690.2
TXN00552,2459.16
TXN00553,9526.6
TXN00554,9613.91
TXN00555,5555.97
TXN00556,427.5
TXN00557,8128.31
TXN00558,9611.53
TXN00559,6211.09
TXN00560,6534.06
TXN00561,1682.14
TXN00562,611.15
TXN00563,9218.89
TXN00564,2740.3
TXN00565,2516.38
TXN00566,6803.18
TXN00567,9992.43
TXN00568,8425.96
TXN00569,2135.41
TXN00570,8408.44
TXN00571,2820.3
TXN00572,1622.55
TXN00573,5345.55
TXN00574,708.65
TXN00575,906.25
TXN00576,6987.31
TXN00577,8306.68
TXN00578,7253.49
TXN00579,9988.22
TXN00580,8784.01
TXN00581,2116.39
TXN00582,5053.15
TXN00583,8022.54
TXN00584,8840.48
TXN00585,9454.63
TXN00586,6355.35
TXN00587,9796.61
TXN00588,7080.46
TXN00589,2737.4
TXN00590,6626.15
TXN00591,3223.17
TXN00592,2114.13
TXN00593,9590.34
TXN00594,3291.29
TXN00595,9141.04
TXN00596,1345.92
TXN00597,9223.36
TXN00598,6091.78
TXN00599,52.75
TXN00600,105.69
TXN00601,1743.62
TXN00602,5562.35
TXN00603,6967.93
TXN00604,4894.88
TXN00605,3933.98
TXN00606,820.68
TXN00607,8768.44
TXN00608,6516.15
TXN00609,5391.11
TXN00610,8926.8
TXN00611,8162.41
TXN00612,4457.32
TXN00613,1242.92
TXN00614,9720.67
TXN00615,3770.0
TXN00616,6017.1
TXN00617,3873.64
TXN00618,8393.07
TXN00619,8120.58
TXN00620,9838.12
TXN00621,1256.39
TXN00622,3711.1
TXN00623,1937.98
TXN00624,103.54
TXN00625,7434.01
TXN00626,7586.63
TXN00627,6808.74
TXN00628,7094.89
TXN00629,1923.2
TXN00630,8164.65
TXN00631,6256.11
TXN00632,8086.06
TXN00633,2219.27
TXN00634,9801.39
TXN00635,9673.29
TXN00636,377.59
TXN00637,4933.45
TXN00638,7043.44
TXN00639,6064.21
TXN00640,81.28
TXN00641,9842.79
TXN00642,6387.98
TXN00643,1118.36
TXN00644,2780.7
TXN00645,5008.25
TXN00646,1713.07
TXN00647,1945.76
TXN00648,7390.76
TXN00649,6725.03
TXN00650,6033.7
TXN00651,1763.53
TXN00652,5885.76
TXN00653,7462.27
TXN00654,1283.03
TXN00655,9336.3
TXN00656,8556.23
TXN00657,8811.22
TXN00658,7291.7
TXN00659,2750.54
TXN00660,8478.2
TXN00661,240.94
TXN00662,9698.41
TXN00663,6780.57
TXN00664,6148.42
TXN00665,6810.0
TXN00666,8832.19
TXN00667,29.53
TXN00668,4276.87
TXN00669,6734.27
TXN00670,6503.8
TXN00671,8540.06
TXN00672,3236.76
TXN00673,8444.97
TXN00674,4074.69
TXN00675,1225.96
TXN00676,5187.77
TXN00677,4960.79
TXN00678,5177.4
TXN00679,444.21
TXN00680,7214.99
TXN00681,479.18
TXN00682,9184.73
TXN00683,5328.78
TXN00684,3169.26
TXN00685,3924.67
TXN00686,3353.71
TXN00687,8802.18
TXN00688,8078.65
TXN00689,9902.74
TXN00690,2264.02
TXN00691,6898.59
TXN00692,9578.18
TXN00693,9170.78
TXN00694,1976.8
TXN00695,3298.95
TXN00696,637.81
TXN00697,6256.69
TXN00698,288.45
TXN00699,4325.17
TXN00700,250.0
TXN00701,7974.24
TXN00702,9351.26
TXN00703,8406.67
TXN00704,2479.06
TXN00705,4741.03
TXN00706,9588.44
TXN00707,8326.85
TXN00708,8218.12
TXN00709,5201.55
TXN00710,2375.07
TXN00711,738.38
TXN00712,6003.65
TXN00713,4390.91
TXN00714,965.75
TXN00715,4470.1
TXN00716,1257.02
TXN00717,9745.51
TXN00718,9167.98
TXN00719,3780.18
TXN00720,8901.94
TXN00721,6936.7
TXN00722,7828.64
TXN00723,629.4
TXN00724,8025.85
TXN00725,557.34
TXN00726,6111.28
TXN00727,4324.07
TXN00728,1027.26
TXN00729,567.34
TXN00730,531.51
TXN00731,8500.79
TXN00732,4022.81
TXN00733,6176.85
TXN00734,4116.97
TXN00735,8647.18
TXN00736,7876.87
TXN00737,6243.84
TXN00738,4539.58
TXN00739,4647.45
TXN00740,4286.78
TXN00741,6205.9
TXN00742,1021.77
TXN00743,6512.71
TXN00744,6761.0
TXN00745,269.46
TXN00746,5176.96
TXN00747,5882.26
TXN00748,1088.99
TXN00749,132.76
TXN00750,7135.86
TXN00751,5932.94
TXN00752,8409.39
TXN00753,9044.66
TXN00754,1268.56
TXN00755,5093.89
TXN00756,3560.36
TXN00757,4819.18
TXN00758,6212.3
TXN00759,1867.37
TXN00760,1385.35
TXN00761,450.27
TXN00762,1285.53
TXN00763,5849.38
TXN00764,5136.13
TXN00765,6520.53
TXN00766,3583.86
TXN00767,5840.82
TXN00768,5416.03
TXN00769,1464.79
TXN00770,4700.54
TXN00771,6037.26
TXN00772,2917.73
TXN00773,9703.01
TXN00774,5181.63
TXN00775,6580.19
TXN00776,1454.56
TXN00777,2381.5
TXN00778,8193.65
TXN00779,5598.9
TXN00780,555.53
TXN00781,3444.72
TXN00782,9765.34
TXN00783,6409.14
TXN00784,2020.6
TXN00785,693.35
TXN00786,1901.66
TXN00787,4762.49
TXN00788,6921.49
TXN00789,4679.35
TXN00790,6927.21
TXN00791,8521.57
TXN00792,5665.31
TXN00793,3363.25
TXN00794,3003.32
TXN00795,3292.9
TXN00796,1057.43
TXN00797,8762.29
TXN00798,9106.32
TXN00799,4964.35
TXN00800,9200.34
TXN00801,6391.28
TXN00802,6935.27
TXN00803,4670.7
TXN00804,2139.25
TXN00805,4812.65
TXN00806,7685.8
TXN00807,8148.38
TXN00808,8074.64
TXN00809,3765.36
TXN00810,4009.12
TXN00811,8262.58
TXN00812,77.19
TXN00813,108.82
TXN00814,3585.29
TXN00815,5551.37
TXN00816,1432.6
TXN00817,4409.68
TXN00818,6317.03
TXN00819,9127.96
TXN00820,3605.49
TXN00821,9753.34
TXN00822,1999.24
TXN00823,2848.17
TXN00824,2197.26
TXN00825,2627.37
TXN00826,1751.1
TXN00827,8476.87
TXN00828,2467.18
TXN00829,1967.92
TXN00830,1769.01
TXN00831,2625.27
TXN00832,1020.89
TXN00833,8316.14
TXN00834,1381.06
TXN00835,6552.14
TXN00836,8851.27
TXN00837,3390.45
TXN00838,2110.27
TXN00839,4567.47
TXN00840,3702.71
TXN00841,3729.78
TXN00842,1721.88
TXN00843,5274.0
TXN00844,7992.24
TXN00845,6235.81
TXN00846,4342.84
TXN00847,7112.31
TXN00848,1193.75
TXN00849,8828.4
TXN00850,1316.64
TXN00851,1904.51
TXN00852,5330.22
TXN00853,6946.6
TXN00854,3186.34
TXN00855,4301.11
TXN00856,6365.07
TXN00857,9210.93
TXN00858,7633.19
TXN00859,5877.39
TXN00860,8545.81
TXN00861,2948.89
TXN00862,1494.18
TXN00863,2479.24
TXN00864,6298.3
TXN00865,2807.93
TXN00866,1273.32
TXN00867,5087.61
TXN00868,5844.98
TXN00869,4895.02
TXN00870,7275.71
TXN00871,7848.81
TXN00872,7912.06
TXN00873,6152.72
TXN00874,1682.66
TXN00875,3887.28
TXN00876,8825.4
TXN00877,7513.85
TXN00878,3748.92
TXN00879,5193.73
TXN00880,1798.2
TXN00881,7127.74
TXN00882,5259.5
TXN00883,4838.14
TXN00884,9557.96
TXN00885,4742.84
TXN00886,5816.05
TXN00887,6384.67
TXN00888,7908.34
TXN00889,6500.88
TXN00890,2079.92
TXN00891,8949.9
TXN00892,4526.28
TXN00893,2351.5
TXN00894,2193.75
TXN00895,4255.98
TXN00896,3777.06
TXN00897,1580.52
TXN00898,8425.89
TXN00899,2552.75
TXN00900,856.74
TXN00901,7518.71
TXN00902,2957.53
TXN00903,5193.02
TXN00904,2309.47
TXN00905,421.02
TXN00906,5127.5
TXN00907,3370.38
TXN00908,4517.0
TXN00909,4330.73
TXN00910,3681.44
TXN00911,4980.46
TXN00912,2737.46
TXN00913,256.93
TXN00914,4422.47
TXN00915,2663.59
TXN00916,768.13
TXN00917,9015.74
TXN00918,2952.23
TXN00919,5022.63
TXN00920,5471.05
TXN00921,790.81
TXN00922,2771.49
TXN00923,2285.14
TXN00924,1194.69
TXN00925,3608.77
TXN00926,5464.8
TXN00927,3344.24
TXN00928,6754.32
TXN00929,2507.74
TXN00930,7454.66
TXN00931,7687.14
TXN00932,8456.03
TXN00933,1914.52
TXN00934,6044.3
TXN00935,1387.27
TXN00936,8551.44
TXN00937,7164.69
TXN00938,5435.83
TXN00939,2618.74
TXN00940,7703.06
TXN00941,2825.63
TXN00942,3472.86
TXN00943,9968.45
TXN00944,9458.69
TXN00945,8220.39
TXN00946,7580.48
TXN00947,128.79
TXN00948,6544.37
TXN00949,9892.85
TXN00950,9515.37
TXN00951,8656.01
TXN00952,2283.51
TXN00953,7236.13
TXN00954,2106.65
TXN00955,2344.89
TXN00956,5874.17
TXN00957,5530.63
TXN00958,4692.7
TXN00959,8145.83
TXN00960,3413.19
TXN00961,867.9
TXN00962,8459.56
TXN00963,4293.64
TXN00964,9419.88
TXN00965,4182.7
TXN00966,4392.42
TXN00967,8530.91
TXN00968,310.74
TXN00969,1398.11
TXN00970,8738.76
TXN00971,3062.66
TXN00972,7380.67
TXN00973,5003.0
TXN00974,6591.89
TXN00975,3553.08
TXN00976,2262.65
TXN00977,4262.94
TXN00978,7528.74
TXN00979,7630.79
TXN00980,6908.28
TXN00981,3003.38
TXN00982,5873.68
TXN00983,5680.1
TXN00984,331.77
TXN00985,1399.96
TXN00986,9772.66
TXN00987,9942.63
TXN00988,5686.23
TXN00989,7993.47
TXN00990,9138.38
TXN00991,5743.05
TXN00992,3914.95
TXN00993,3819.37
TXN00994,9487.44
TXN00995,646.46
TXN00996,3870.47
TXN00997,4753.03
TXN00998,3295.13
TXN00999,9619.76
TXN01000,6393.64
TXN01001,3053.41
TXN01002,1722.52
TXN01003,6752.11
TXN01004,1784.58
TXN01005,8266.48
TXN01006,6037.61
TXN01007,278.12
TXN01008,1998.0
TXN01009,9114.34
TXN01010,3865.08
TXN01011,2066.86
TXN01012,2918.14
TXN01013,5248.71
TXN01014,4552.09
TXN01015,3692.84
TXN01016,120.36
TXN01017,3274.45
TXN01018,9099.03
TXN01019,3917.14
TXN01020,9896.06
TXN01021,1300.09
TXN01022,4189.95
TXN01023,7434.0
TXN01024,3896.04
TXN01025,9036.84
TXN01026,2072.73
TXN01027,8705.79
TXN01028,3104.47
TXN01029,8180.78
TXN01030,6651.28
TXN01031,1596.22
TXN01032,5755.16
TXN01033,3110.03
TXN01034,2037.7
TXN01035,7170.55
TXN01036,4594.97
TXN01037,2025.01
TXN01038,9910.94
TXN01039,4462.86
TXN01040,8247.58
TXN01041,6052.44
TXN01042,2475.93
TXN01043,3295.63
TXN01044,5696.6
TXN01045,4914.68
TXN01046,4632.33
TXN01047,400.46
TXN01048,920.12
TXN01049,6466.53
TXN01050,9189.77
TXN01051,3474.35
TXN01052,8427.97
TXN01053,7925.54
TXN01054,3916.99
TXN01055,8236.06
TXN01056,8499.94
TXN01057,4156.38
TXN01058,1803.99
TXN01059,6181.19
TXN01060,4326.45
TXN01061,3852.8
TXN01062,6594.21
TXN01063,6988.24
TXN01064,964.39
TXN01065,6989.46
TXN01066,446.21
TXN01067,8856.56
TXN01068,1587.74
TXN01069,8826.73
TXN01070,5382.0
TXN01071,6669.9
TXN01072,676.77
TXN01073,7268.11
TXN01074,9023.32
TXN01075,9088.28
TXN01076,4118.67
TXN01077,7620.99
TXN01078,1221.09
TXN01079,3693.63
TXN01080,7556.41
TXN01081,5048.9
TXN01082,7797.31
TXN01083,4106.86
TXN01084,1656.74
TXN01085,2081.65
TXN01086,455.91
TXN01087,276.91
TXN01088,6392.28
TXN01089,6759.46
TXN01090,4624.42
TXN01091,3443.14
TXN01092,3999.42
TXN01093,1952.09
TXN01094,387.37
TXN01095,2513.55
TXN01096,7093.91
TXN01097,1373.44
TXN01098,6706.25
TXN01099,4647.81
TXN01100,4618.96
TXN01101,834.66
TXN01102,6573.66
TXN01103,7138.68
TXN01104,4382.86
TXN01105,4713.17
TXN01106,2798.63
TXN01107,1622.05
TXN01108,8386.57
TXN01109,6073.82
TXN01110,1780.59
TXN01111,1250.27
TXN01112,7417.05
TXN01113,1692.85
TXN01114,6717.21
TXN01115,121.99
TXN01116,2739.79
TXN01117,4412.17
TXN01118,1787.62
TXN01119,7146.98
TXN01120,8927.95
TXN01121,5327.67
TXN01122,4426.16
TXN01123,487.08
TXN01124,6351.56
TXN01125,5233.52
TXN01126,6628.77
TXN01127,6603.8
TXN01128,1036.9
TXN01129,6906.56
TXN01130,4445.43
TXN01131,5986.07
TXN01132,496.16
TXN01133,3780.18
TXN01134,2025.36
TXN01135,2504.5
TXN01136,9088.48
TXN01137,2007.86
TXN01138,170.22
TXN01139,289.16
TXN01140,155.45
TXN01141,8207.06
TXN01142,6802.8
TXN01143,641.08
TXN01144,9587.87
TXN01145,975.07
TXN01146,8355.5
TXN01147,6644.45
TXN01148,7242.87
TXN01149,449.68
TXN01150,5129.88
TXN01151,8158.09
TXN01152,3233.57
TXN01153,6271.6
TXN01154,6250.49
TXN01155,9343.93
TXN01156,3956.69
TXN01157,4284.52
TXN01158,2331.76
TXN01159,1067.79
TXN01160,3240.44
TXN01161,159.8
TXN01162,6543.39
TXN01163,129.69
TXN01164,2135.55
TXN01165,2208.76
TXN01166,6583.04
TXN01167,2791.79
TXN01168,6242.85
TXN01169,448.95
TXN01170,8855.75
TXN01171,4116.86
TXN01172,7677.78
TXN01173,5000.76
TXN01174,9904.84
TXN01175,7128.19
TXN01176,7914.69
TXN01177,9223.02
TXN01178,5696.36
TXN01179,2526.88
TXN01180,956.5
TXN01181,3250.3
TXN01182,6312.43
TXN01183,3891.77
TXN01184,9246.29
TXN01185,7716.35
TXN01186,1337.99
TXN01187,1761.56
TXN01188,7619.55
TXN01189,6879.37
TXN01190,9780.44
TXN01191,6667.04
TXN01192,684.46
TXN01193,186.31
TXN01194,9121.91
TXN01195,4494.63
TXN01196,5115.15
TXN01197,7420.72
TXN01198,5039.17
TXN01199,7049.25
TXN01200,142.78
TXN01201,221.92
TXN01202,7591.82
TXN01203,1249.32
TXN01204,2371.6
TXN01205,4290.69
TXN01206,2443.02
TXN01207,803.1
TXN01208,1384.18
TXN01209,4992.28
TXN01210,2028.1
TXN01211,3763.72
TXN01212,6423.97
TXN01213,2388.26
TXN01214,7255.83
TXN01215,9885.63
TXN01216,4442.82
TXN01217,8774.55
TXN01218,1351.33
TXN01219,3182.21
TXN01220,7871.84
TXN01221,405.68
TXN01222,7919.88
TXN01223,4154.79
TXN01224,8128.98
TXN01225,7508.0
TXN01226,2297.81
TXN01227,7331.4
TXN01228,3433.86
TXN01229,2066.12
TXN01230,550.2
TXN01231,9177.6
TXN01232,9883.88
TXN01233,8016.5
TXN01234,6965.82
TXN01235,2232.22
TXN01236,8728.33
TXN01237,5219.5
TXN01238,1843.62
TXN01239,6301.53
TXN01240,655.52
TXN01241,4921.51
TXN01242,9537.08
TXN01243,530.55
TXN01244,9920.21
TXN01245,9383.36
TXN01246,1264.35
TXN01247,1745.02
TXN01248,5492.98
TXN01249,7954.38
TXN01250,2051.69
TXN01251,5079.17
TXN01252,4268.14
TXN01253,4676.07
TXN01254,1649.95
TXN01255,1983.39
TXN01256,4245.93
TXN01257,6062.45
TXN01258,3037.98
TXN01259,5768.45
TXN01260,9677.58
TXN01261,2022.0
TXN01262,8625.63
TXN01263,4816.9
TXN01264,9510.62
TXN01265,3602.22
TXN01266,3783.4
TXN01267,4712.43
TXN01268,4232.75
TXN01269,6097.85
TXN01270,4339.97
TXN01271,1567.23
TXN01272,9538.04
TXN01273,4825.19
TXN01274,7621.67
TXN01275,4279.7
TXN01276,841.5
TXN01277,9065.51
TXN01278,3009.31
TXN01279,5376.6
TXN01280,5532.99
TXN01281,1765.24
TXN01282,3810.7
