Transaction_ID,System_Latency
TXN00341,437.2
TXN00342,394.71
TXN00343,306.33
TXN00344,354.97
TXN00345,135.31
TXN00346,325.58
TXN00347,173.6
TXN00348,454.92
TXN00349,230.43
TXN00350,392.94
TXN00351,235.4
TXN00352,291.98
TXN00353,335.15
TXN00354,247.31
TXN00355,388.14
TXN00356,281.26
TXN00357,152.18
TXN00358,293.87
TXN00359,265.29
TXN00360,209.21
TXN00361,213.9
TXN00362,474.29
TXN00363,222.75
TXN00364,122.97
TXN00365,347.53
TXN00366,288.75
TXN00367,318.05
TXN00368,188.27
TXN00369,294.68
TXN00370,171.58
TXN00371,323.83
TXN00372,148.74
TXN00373,347.97
TXN00374,180.13
TXN00375,355.35
TXN00376,159.44
TXN00377,457.0
TXN00378,368.47
TXN00379,342.44
TXN00380,166.48
TXN00381,355.18
TXN00382,113.17
TXN00383,386.52
TXN00384,369.48
TXN00385,477.68
TXN00386,222.24
TXN00387,257.65
TXN00388,153.23
TXN00389,204.12
TXN00390,284.35
TXN00391,273.01
TXN00392,358.56
TXN00393,336.66
TXN00394,231.37
TXN00395,341.38
TXN00396,468.46
TXN00397,287.14
TXN00398,473.53
TXN00399,363.69
TXN00400,362.51
TXN00401,400.61
TXN00402,261.15
TXN00403,374.82
TXN00404,109.62
TXN00405,480.35
TXN00406,275.32
TXN00407,162.33
TXN00408,221.38
TXN00409,272.38
TXN00410,256.85
TXN00411,343.03
TXN00412,375.13
TXN00413,188.79
TXN00414,471.71
TXN00415,427.83
TXN00416,372.0
TXN00417,326.03
TXN00418,223.72
TXN00419,307.22
TXN00420,302.22
TXN00421,451.52
TXN00422,397.36
TXN00423,462.17
TXN00424,106.56
TXN00425,230.79
TXN00426,331.71
TXN00427,233.68
TXN00428,353.28
TXN00429,166.07
TXN00430,290.69
TXN00431,173.74
TXN00432,252.13
TXN00433,400.31
TXN00434,158.54
TXN00435,422.88
TXN00436,411.22
TXN00437,230.96
TXN00438,393.76
TXN00439,163.54
TXN00440,198.02
TXN00441,478.19
TXN00442,387.14
TXN00443,452.79
TXN00444,468.72
TXN00445,428.02
TXN00446,342.3
TXN00447,166.26
TXN00448,484.38
TXN00449,391.06
TXN00450,208.19
TXN00451,170.73
TXN00452,412.38
TXN00453,371.97
TXN00454,201.33
TXN00455,200.56
TXN00456,451.12
TXN00457,272.17
TXN00458,259.1
TXN00459,118.39
TXN00460,140.05
TXN00461,482.57
TXN00462,339.8
TXN00463,397.46
TXN00464,134.77
TXN00465,119.28
TXN00466,251.37
TXN00467,305.28
TXN00468,167.52
TXN00469,425.5
TXN00470,254.45
TXN00471,395.53
TXN00472,307.98
TXN00473,308.71
TXN00474,288.35
TXN00475,491.94
TXN00476,486.79
TXN00477,208.74
TXN00478,200.23
TXN00479,457.65
TXN00480,201.93
TXN00481,107.6
TXN00482,198.32
TXN00483,474.06
TXN00484,403.69
TXN00485,370.33
TXN00486,349.08
TXN00487,133.35
TXN00488,482.83
TXN00489,348.63
TXN00490,229.6
TXN00491,420.0
TXN00492,191.82
TXN00493,219.88
TXN00494,118.82
TXN00495,324.58
TXN00496,316.09
TXN00497,378.16
TXN00498,194.13
TXN00499,140.6
TXN00500,199.03
TXN00501,111.06
TXN00502,258.02
TXN00503,396.48
TXN00504,207.14
TXN00505,268.33
TXN00506,127.25
TXN00507,154.09
TXN00508,433.03
TXN00509,467.37
TXN00510,297.58
TXN00511,297.53
TXN00512,487.78
TXN00513,199.08
TXN00514,487.89
TXN00515,320.41
TXN00516,100.94
TXN00517,410.36
TXN00518,450.66
TXN00519,163.98
TXN00520,419.92
TXN00521,130.71
TXN00522,186.02
TXN00523,300.47
TXN00524,246.83
TXN00525,112.43
TXN00526,350.87
TXN00527,196.18
TXN00528,139.76
TXN00529,160.76
TXN00530,129.28
TXN00531,177.94
TXN00532,425.48
TXN00533,257.99
TXN00534,403.94
TXN00535,186.74
TXN00536,126.63
TXN00537,407.21
TXN00538,337.46
TXN00539,170.97
TXN00540,167.18
TXN00541,118.2
TXN00542,197.76
TXN00543,319.71
TXN00544,466.06
TXN00545,293.56
TXN00546,113.99
TXN00547,144.96
TXN00548,348.97
TXN00549,341.76
TXN00550,459.03
TXN00551,479.43
TXN00552,139.07
TXN00553,409.31
TXN00554,294.38
TXN00555,228.08
TXN00556,461.62
TXN00557,379.0
TXN00558,105.5
TXN00559,379.66
TXN00560,376.1
TXN00561,362.46
TXN00562,355.54
TXN00563,400.73
TXN00564,131.67
TXN00565,285.17
TXN00566,447.53
TXN00567,437.16
TXN00568,453.43
TXN00569,428.33
TXN00570,169.67
TXN00571,217.61
TXN00572,223.56
TXN00573,195.38
TXN00574,496.48
TXN00575,413.66
TXN00576,304.13
TXN00577,411.25
TXN00578,145.49
TXN00579,465.26
TXN00580,225.05
TXN00581,387.51
TXN00582,221.78
TXN00583,347.52
TXN00584,145.43
TXN00585,490.55
TXN00586,123.43
TXN00587,386.21
TXN00588,320.98
TXN00589,104.32
TXN00590,293.05
TXN00591,313.22
TXN00592,174.55
TXN00593,113.27
TXN00594,201.81
TXN00595,118.63
TXN00596,194.97
TXN00597,496.51
TXN00598,387.6
TXN00599,103.87
TXN00600,447.83
TXN00601,473.24
TXN00602,180.84
TXN00603,350.84
TXN00604,327.16
TXN00605,145.61
TXN00606,434.95
TXN00607,167.09
TXN00608,252.18
TXN00609,372.51
TXN00610,110.0
TXN00611,444.45
TXN00612,448.17
TXN00613,185.88
TXN00614,206.12
TXN00615,130.43
TXN00616,193.37
TXN00617,373.3
TXN00618,401.65
TXN00619,174.76
TXN00620,280.35
TXN00621,164.07
TXN00622,159.02
TXN00623,447.58
TXN00624,453.62
TXN00625,135.3
TXN00626,144.68
TXN00627,274.66
TXN00628,325.6
TXN00629,390.22
TXN00630,166.25
TXN00631,481.83
TXN00632,398.05
TXN00633,166.99
TXN00634,254.51
TXN00635,371.85
TXN00636,140.61
TXN00637,402.98
TXN00638,260.36
TXN00639,302.21
TXN00640,145.18
TXN00641,273.2
TXN00642,469.2
TXN00643,417.87
TXN00644,396.79
TXN00645,264.57
TXN00646,154.28
TXN00647,339.12
TXN00648,171.81
TXN00649,138.34
TXN00650,175.52
TXN00651,258.79
TXN00652,202.64
TXN00653,167.71
TXN00654,276.97
TXN00655,411.89
TXN00656,168.25
TXN00657,116.32
TXN00658,329.35
TXN00659,133.47
TXN00660,374.31
TXN00661,472.43
TXN00662,235.2
TXN00663,356.29
TXN00664,109.26
TXN00665,478.17
TXN00666,104.77
TXN00667,416.78
TXN00668,131.04
TXN00669,308.76
TXN00670,411.72
TXN00671,124.26
TXN00672,237.09
TXN00673,278.94
TXN00674,418.15
TXN00675,101.05
TXN00676,203.78
TXN00677,227.96
TXN00678,319.1
TXN00679,265.14
TXN00680,295.76
TXN00681,124.91
TXN00682,412.67
TXN00683,301.68
TXN00684,274.47
TXN00685,343.99
TXN00686,119.8
TXN00687,102.77
TXN00688,362.02
TXN00689,190.89
TXN00690,109.48
TXN00691,279.8
TXN00692,209.04
TXN00693,217.65
TXN00694,116.14
TXN00695,473.51
TXN00696,192.92
TXN00697,231.07
TXN00698,458.32
TXN00699,133.68
TXN00700,461.11
TXN00701,276.75
TXN00702,281.82
TXN00703,337.98
TXN00704,277.08
TXN00705,471.94
TXN00706,155.02
TXN00707,174.96
TXN00708,110.32
TXN00709,438.7
TXN00710,318.86
TXN00711,194.5
TXN00712,104.35
TXN00713,143.18
TXN00714,400.56
TXN00715,125.28
TXN00716,177.31
TXN00717,111.08
TXN00718,458.16
TXN00719,439.93
TXN00720,313.67
TXN00721,129.2
TXN00722,347.18
TXN00723,115.82
TXN00724,111.79
TXN00725,221.14
TXN00726,260.49
TXN00727,125.69
TXN00728,369.76
TXN00729,355.21
TXN00730,432.77
TXN00731,442.34
TXN00732,289.85
TXN00733,131.06
TXN00734,135.49
TXN00735,119.61
TXN00736,257.15
TXN00737,316.31
TXN00738,475.66
TXN00739,443.12
TXN00740,326.7
TXN00741,464.94
TXN00742,322.46
TXN00743,480.85
TXN00744,352.3
TXN00745,135.83
TXN00746,457.69
TXN00747,414.17
TXN00748,201.85
TXN00749,122.4
TXN00750,395.31
TXN00751,341.67
TXN00752,223.16
TXN00753,219.11
TXN00754,373.9
TXN00755,476.01
TXN00756,316.96
TXN00757,363.06
TXN00758,148.19
TXN00759,124.98
TXN00760,149.72
TXN00761,498.72
TXN00762,479.53
TXN00763,209.75
TXN00764,463.51
TXN00765,379.48
TXN00766,299.94
TXN00767,378.08
TXN00768,285.89
TXN00769,266.44
TXN00770,128.49
TXN00771,444.2
TXN00772,151.7
TXN00773,325.8
TXN00774,395.12
TXN00775,138.57
TXN00776,115.6
TXN00777,161.31
TXN00778,137.82
TXN00779,268.87
TXN00780,232.44
TXN00781,472.79
TXN00782,293.27
TXN00783,479.05
TXN00784,403.35
TXN00785,116.05
TXN00786,453.72
TXN00787,366.19
TXN00788,322.05
TXN00789,200.63
TXN00790,494.07
TXN00791,482.9
TXN00792,222.13
TXN00793,301.92
TXN00794,164.87
TXN00795,284.18
TXN00796,154.39
TXN00797,444.82
TXN00798,391.41
TXN00799,123.73
TXN00800,466.96
TXN00801,354.44
TXN00802,357.73
TXN00803,173.03
TXN00804,207.11
TXN00805,325.61
TXN00806,289.72
TXN00807,194.29
TXN00808,383.5
TXN00809,299.54
TXN00810,491.39
TXN00811,482.93
TXN00812,347.76
TXN00813,450.56
TXN00814,176.07
TXN00815,351.45
TXN00816,235.78
TXN00817,289.04
TXN00818,373.78
TXN00819,106.36
TXN00820,380.01
TXN00821,201.97
TXN00822,457.71
TXN00823,344.96
TXN00824,330.13
TXN00825,260.35
TXN00826,269.48
TXN00827,385.55
TXN00828,419.96
TXN00829,223.33
TXN00830,253.65
TXN00831,313.49
TXN00832,206.63
TXN00833,370.93
TXN00834,199.38
TXN00835,322.89
TXN00836,227.64
TXN00837,403.52
TXN00838,418.43
TXN00839,238.72
TXN00840,384.05
TXN00841,341.12
TXN00842,321.23
TXN00843,321.14
TXN00844,364.61
TXN00845,262.1
TXN00846,415.61
TXN00847,162.21
TXN00848,199.57
TXN00849,489.32
TXN00850,446.61
TXN00851,432.17
TXN00852,442.76
TXN00853,457.98
TXN00854,475.63
TXN00855,352.31
TXN00856,122.61
TXN00857,141.74
TXN00858,269.65
TXN00859,198.34
TXN00860,411.82
TXN00861,146.68
TXN00862,376.46
TXN00863,153.28
TXN00864,249.76
TXN00865,375.89
TXN00866,202.17
TXN00867,375.61
TXN00868,237.35
TXN00869,488.92
TXN00870,266.24
TXN00871,260.46
TXN00872,419.88
TXN00873,311.27
TXN00874,267.84
TXN00875,454.76
TXN00876,177.98
TXN00877,283.75
TXN00878,213.32
TXN00879,206.54
TXN00880,245.23
TXN00881,386.64
TXN00882,396.08
TXN00883,453.61
TXN00884,477.32
TXN00885,181.35
TXN00886,448.51
TXN00887,473.61
TXN00888,133.62
TXN00889,142.1
TXN00890,235.81
TXN00891,455.76
TXN00892,205.99
TXN00893,496.65
TXN00894,232.98
TXN00895,356.62
TXN00896,166.68
TXN00897,425.18
TXN00898,352.71
TXN00899,312.59
TXN00900,219.71
TXN00901,442.52
TXN00902,407.31
TXN00903,251.43
TXN00904,302.27
TXN00905,459.69
TXN00906,129.84
TXN00907,349.62
TXN00908,149.21
TXN00909,463.94
TXN00910,209.24
TXN00911,296.45
TXN00912,344.18
TXN00913,460.83
TXN00914,364.25
TXN00915,215.31
TXN00916,334.65
TXN00917,451.38
TXN00918,496.28
TXN00919,169.41
TXN00920,276.37
TXN00921,181.72
TXN00922,185.76
TXN00923,462.97
TXN00924,347.33
TXN00925,452.86
TXN00926,249.86
TXN00927,358.06
TXN00928,424.79
TXN00929,244.05
TXN00930,441.63
TXN00931,124.46
TXN00932,226.43
TXN00933,147.69
TXN00934,247.43
TXN00935,477.55
TXN00936,130.12
TXN00937,311.61
TXN00938,442.65
TXN00939,292.04
TXN00940,327.53
TXN00941,466.96
TXN00942,459.07
TXN00943,119.49
TXN00944,483.14
TXN00945,425.11
TXN00946,323.08
TXN00947,204.03
TXN00948,396.06
TXN00949,499.06
TXN00950,110.28
TXN00951,301.27
TXN00952,156.13
TXN00953,261.8
TXN00954,219.94
TXN00955,480.06
TXN00956,397.11
TXN00957,314.03
TXN00958,372.22
TXN00959,491.39
TXN00960,475.91
TXN00961,223.42
TXN00962,397.91
TXN00963,495.11
TXN00964,354.28
TXN00965,468.37
TXN00966,352.76
TXN00967,105.3
TXN00968,268.29
TXN00969,397.38
TXN00970,255.7
TXN00971,390.16
TXN00972,251.05
TXN00973,445.97
TXN00974,350.66
TXN00975,196.94
TXN00976,278.35
TXN00977,223.8
TXN00978,140.98
TXN00979,424.82
TXN00980,419.59
TXN00981,418.32
TXN00982,307.55
TXN00983,296.43
TXN00984,482.3
TXN00985,351.53
TXN00986,254.3
TXN00987,103.58
TXN00988,131.01
TXN00989,409.1
TXN00990,275.11
TXN00991,240.0
TXN00992,103.6
TXN00993,142.99
TXN00994,165.88
TXN00995,100.89
TXN00996,390.86
TXN00997,176.4
TXN00998,266.13
TXN00999,100.66
TXN01000,201.73
TXN01001,121.08
TXN01002,464.15
TXN01003,292.24
TXN01004,323.17
TXN01005,424.54
TXN01006,316.45
TXN01007,415.68
TXN01008,484.9
TXN01009,304.57
TXN01010,190.73
TXN01011,153.47
TXN01012,470.2
TXN01013,124.03
TXN01014,256.44
TXN01015,131.98
TXN01016,399.01
TXN01017,346.84
TXN01018,218.14
TXN01019,248.77
TXN01020,440.19
TXN01021,347.39
TXN01022,405.14
TXN01023,347.15
TXN01024,425.77
TXN01025,400.98
TXN01026,281.06
TXN01027,450.04
TXN01028,165.57
TXN01029,472.57
TXN01030,358.93
TXN01031,214.37
TXN01032,211.31
TXN01033,207.87
TXN01034,202.96
TXN01035,105.54
TXN01036,290.27
TXN01037,436.88
TXN01038,167.83
TXN01039,382.22
TXN01040,313.3
TXN01041,269.26
TXN01042,387.36
TXN01043,241.59
TXN01044,247.29
TXN01045,307.53
TXN01046,470.64
TXN01047,228.82
TXN01048,339.59
TXN01049,446.86
TXN01050,209.3
TXN01051,490.11
TXN01052,363.88
TXN01053,379.01
TXN01054,185.34
TXN01055,401.41
TXN01056,295.91
TXN01057,405.95
TXN01058,301.54
TXN01059,337.21
TXN01060,111.49
TXN01061,225.76
TXN01062,291.14
TXN01063,287.69
TXN01064,428.32
TXN01065,356.52
TXN01066,439.45
TXN01067,183.59
TXN01068,277.43
TXN01069,106.35
TXN01070,224.75
TXN01071,350.29
TXN01072,116.14
TXN01073,334.65
TXN01074,342.1
TXN01075,391.91
TXN01076,314.19
TXN01077,226.58
TXN01078,408.75
TXN01079,426.92
TXN01080,191.95
TXN01081,122.27
TXN01082,194.55
TXN01083,489.23
TXN01084,273.46
TXN01085,110.17
TXN01086,153.35
TXN01087,242.23
TXN01088,320.62
TXN01089,263.93
TXN01090,353.09
TXN01091,253.23
TXN01092,386.67
TXN01093,441.84
TXN01094,267.66
TXN01095,242.89
TXN01096,370.61
TXN01097,462.88
TXN01098,257.12
TXN01099,462.7
TXN01100,230.66
TXN01101,132.76
TXN01102,168.57
TXN01103,122.78
TXN01104,300.16
TXN01105,151.81
TXN01106,166.08
TXN01107,154.71
TXN01108,224.32
TXN01109,362.16
TXN01110,465.95
TXN01111,310.56
TXN01112,450.58
TXN01113,152.26
TXN01114,210.97
TXN01115,332.97
TXN01116,124.35
TXN01117,239.62
TXN01118,414.47
TXN01119,353.28
TXN01120,228.66
TXN01121,249.4
TXN01122,234.55
TXN01123,420.44
TXN01124,356.36
TXN01125,288.25
TXN01126,281.26
TXN01127,391.96
TXN01128,336.28
TXN01129,115.23
TXN01130,278.9
TXN01131,457.8
TXN01132,468.46
TXN01133,470.61
TXN01134,409.38
TXN01135,229.1
TXN01136,458.42
TXN01137,294.34
TXN01138,443.89
TXN01139,324.05
TXN01140,399.79
TXN01141,390.7
TXN01142,390.97
TXN01143,399.96
TXN01144,232.1
TXN01145,168.19
TXN01146,477.27
TXN01147,475.28
TXN01148,397.79
TXN01149,431.78
TXN01150,267.72
TXN01151,417.24
TXN01152,438.28
TXN01153,120.55
TXN01154,363.87
TXN01155,422.17
TXN01156,409.14
TXN01157,440.84
TXN01158,440.77
TXN01159,335.6
TXN01160,353.81
TXN01161,170.06
TXN01162,209.5
TXN01163,374.26
TXN01164,439.0
TXN01165,271.24
TXN01166,450.95
TXN01167,183.61
TXN01168,349.67
TXN01169,298.54
TXN01170,371.46
TXN01171,333.92
TXN01172,474.23
TXN01173,346.62
TXN01174,156.88
TXN01175,427.97
TXN01176,365.91
TXN01177,235.77
TXN01178,115.22
TXN01179,100.37
TXN01180,324.11
TXN01181,403.84
TXN01182,237.0
TXN01183,385.8
TXN01184,476.54
TXN01185,213.15
TXN01186,265.94
TXN01187,395.92
TXN01188,287.91
TXN01189,228.07
TXN01190,434.86
TXN01191,317.34
TXN01192,127.68
TXN01193,497.28
TXN01194,370.29
TXN01195,343.31
TXN01196,292.83
TXN01197,382.17
TXN01198,233.48
TXN01199,346.01
TXN01200,266.89
TXN01201,224.92
TXN01202,389.21
TXN01203,399.13
TXN01204,108.71
TXN01205,123.82
TXN01206,241.67
TXN01207,108.97
TXN01208,416.24
TXN01209,181.8
TXN01210,454.06
TXN01211,130.49
TXN01212,310.88
TXN01213,299.27
TXN01214,298.41
TXN01215,279.53
TXN01216,308.51
TXN01217,360.28
TXN01218,460.77
TXN01219,498.64
TXN01220,457.24
TXN01221,175.44
TXN01222,187.4
TXN01223,303.04
TXN01224,214.74
TXN01225,384.76
TXN01226,345.19
TXN01227,292.39
TXN01228,421.78
TXN01229,422.16
TXN01230,119.31
TXN01231,198.08
TXN01232,494.17
TXN01233,395.19
TXN01234,370.95
TXN01235,124.46
TXN01236,426.08
TXN01237,216.75
TXN01238,134.73
TXN01239,360.04
TXN01240,199.92
TXN01241,361.08
TXN01242,446.01
TXN01243,121.69
TXN01244,172.29
TXN01245,106.36
TXN01246,341.96
TXN01247,179.69
TXN01248,189.01
TXN01249,464.24
TXN01250,316.11
TXN01251,392.46
TXN01252,373.66
TXN01253,126.73
TXN01254,332.14
TXN01255,471.92
TXN01256,294.21
TXN01257,490.58
TXN01258,472.72
TXN01259,299.47
TXN01260,283.07
TXN01261,285.51
TXN01262,196.07
TXN01263,266.42
TXN01264,406.1
TXN01265,282.46
TXN01266,224.46
TXN01267,239.44
TXN01268,232.33
TXN01269,454.25
TXN01270,183.21
TXN01271,459.81
TXN01272,301.71
TXN01273,345.35
TXN01274,422.37
TXN01275,378.32
TXN01276,180.82
TXN01277,408.61
TXN01278,388.77
TXN01279,143.15
TXN01280,120.21
TXN01281,252.73
TXN01282,181.73
TXN01283,226.05
TXN01284,182.17
TXN01285,429.03
TXN01286,314.94
TXN01287,392.63
TXN01288,154.12
TXN01289,376.46
TXN01290,175.44
TXN01291,478.48
TXN01292,132.9
TXN01293,246.09
TXN01294,398.08
TXN01295,127.93
TXN01296,489.52
TXN01297,308.01
TXN01298,234.54
TXN01299,414.19
TXN01300,285.8
TXN01301,157.3
TXN01302,200.16
TXN01303,272.87
TXN01304,420.11
TXN01305,269.03
TXN01306,254.2
TXN01307,212.58
TXN01308,142.45
TXN01309,352.9
TXN01310,149.32
TXN01311,429.96
TXN01312,222.28
TXN01313,302.82
TXN01314,274.79
TXN01315,142.94
TXN01316,474.5
TXN01317,491.43
TXN01318,483.67
TXN01319,324.99
TXN01320,197.87
TXN01321,495.5
TXN01322,364.36
TXN01323,281.27
TXN01324,451.5
TXN01325,456.59
TXN01326,281.44
TXN01327,121.81
TXN01328,333.25
TXN01329,121.47
TXN01330,326.71
TXN01331,430.02
TXN01332,467.29
TXN01333,237.95
TXN01334,366.68
TXN01335,163.07
TXN01336,396.21
TXN01337,409.99
TXN01338,244.49
TXN01339,348.0
TXN01340,281.58
TXN01341,407.36
TXN01342,164.32
TXN01343,318.48
TXN01344,314.81
TXN01345,312.29
TXN01346,406.6
TXN01347,341.03
TXN01348,133.85
TXN01349,367.96
TXN01350,430.9
TXN01351,335.79
TXN01352,484.34
TXN01353,432.06
TXN01354,243.29
TXN01355,133.02
TXN01356,371.48
TXN01357,233.53
TXN01358,332.95
TXN01359,399.66
TXN01360,380.16
TXN01361,210.52
TXN01362,434.48
TXN01363,257.43
TXN01364,499.91
TXN01365,499.37
TXN01366,273.02
TXN01367,406.98
TXN01368,157.75
TXN01369,429.87
TXN01370,102.36
TXN01371,203.13
TXN01372,487.41
TXN01373,167.95
TXN01374,449.21
TXN01375,491.32
TXN01376,451.54
TXN01377,394.97
TXN01378,250.27
TXN01379,315.34
TXN01380,232.09
TXN01381,297.48
TXN01382,103.73
TXN01383,127.65
TXN01384,335.17
TXN01385,404.84
TXN01386,339.65
TXN01387,238.66
TXN01388,118.02
TXN01389,457.32
TXN01390,220.5
TXN01391,280.57
TXN01392,117.4
TXN01393,473.33
TXN01394,371.63
TXN01395,191.4
TXN01396,296.04
TXN01397,403.51
